,FileName,XMin,XMax,YMin,YMax,ClassName
51,41-3OB4w44L.jpg,0.718,0.933,0.099,0.49,halfsleeve
52,41-3OB4w44L.jpg,0.373,0.639,0.001,0.154,poloneck
53,41-3OB4w44L.jpg,0.318,0.689,0.237,0.964,solid
54,41-GYThPIbS.jpg,0.08374875373878365,0.9501495513459621,0.0019946808510638296,1.0,tanktop
55,41-GYThPIbS.jpg,0.32602193419740777,0.7088733798604188,0.005319148936170213,0.13297872340425532,roundneck
56,41-GYThPIbS.jpg,0.22233300099700898,0.7238285144566301,0.2047872340425532,0.9434840425531915,solid
57,41-j60JhRbL.jpg,0.073,0.949,0.001,1.0,tshirt
58,41-j60JhRbL.jpg,0.078,0.256,0.051,0.475,halfsleeve
59,41-j60JhRbL.jpg,0.753,0.929,0.051,0.471,halfsleeve
60,41-j60JhRbL.jpg,0.342,0.675,0.001,0.123,roundneck
61,41-j60JhRbL.jpg,0.284,0.723,0.146,0.536,printed
62,41A5soLBWiS.jpg,0.023,0.985,0.003,0.986,tshirt
63,41A5soLBWiS.jpg,0.337,0.666,0.007,0.164,roundneck
64,41A5soLBWiS.jpg,0.744,0.975,0.051,0.415,halfsleeve
65,41A5soLBWiS.jpg,0.029,0.251,0.041,0.433,halfsleeve
66,41A5soLBWiS.jpg,0.277,0.727,0.205,0.91,solid
67,41AGA1lVfuS.jpg,0.022636484687083888,0.9813581890812251,0.001,1.0,tshirt
68,41AGA1lVfuS.jpg,0.041278295605858856,0.20372836218375498,0.076,0.464,halfsleeve
69,41AGA1lVfuS.jpg,0.7376830892143809,0.966711051930759,0.049,0.484,halfsleeve
70,41AGA1lVfuS.jpg,0.2982689747003995,0.6511318242343542,0.007,0.117,roundneck
71,41AGA1lVfuS.jpg,0.22636484687083888,0.607190412782956,0.17,0.844,printed
72,41Ase23q+pL.jpg,0.29,0.701,0.001,1.0,pants
73,41B+BebN6+S.jpg,0.22870370370370371,0.7814814814814814,0.1175925925925926,0.9018518518518519,tanktop
74,41B+BebN6+S.jpg,0.3861111111111111,0.6277777777777778,0.24351851851851852,0.7657407407407407,printed
75,41B+BebN6+S.jpg,0.6314814814814815,0.7731481481481481,0.13425925925925927,0.44166666666666665,sleeveless
76,41B+BebN6+S.jpg,0.25,0.38981481481481484,0.14629629629629629,0.4111111111111111,sleeveless
77,41B+BebN6+S.jpg,0.4064814814814815,0.6166666666666667,0.12407407407407407,0.19814814814814816,roundneck
78,41b5B8tXaiL.jpg,0.209,0.798,0.213,0.794,tshirt
79,41b5B8tXaiL.jpg,0.221,0.359,0.272,0.786,halfsleeve
80,41b5B8tXaiL.jpg,0.629,0.777,0.254,0.785,halfsleeve
81,41b5B8tXaiL.jpg,0.403,0.594,0.222,0.289,roundneck
82,41b5B8tXaiL.jpg,0.375,0.607,0.317,0.738,solid
83,41bB2YwSdHL.jpg,0.014360313315926894,0.9778067885117493,0.023880597014925373,0.982089552238806,tshirt
84,41bB2YwSdHL.jpg,0.04046997389033943,0.2362924281984334,0.13233830845771144,0.7900497512437811,fullsleeve
85,41bB2YwSdHL.jpg,0.7362924281984334,0.9673629242819843,0.11343283582089553,0.8606965174129353,fullsleeve
86,41bB2YwSdHL.jpg,0.30548302872062666,0.6370757180156658,0.03283582089552239,0.16417910447761194,roundneck
87,41bB2YwSdHL.jpg,0.2584856396866841,0.7023498694516971,0.21194029850746268,0.8925373134328358,solid
88,41bGDk1skAL.jpg,0.023026315789473683,0.9846491228070176,0.008991008991008992,0.98001998001998,tshirt
89,41bGDk1skAL.jpg,0.03399122807017544,0.2883771929824561,0.1018981018981019,0.48151848151848153,halfsleeve
90,41bGDk1skAL.jpg,0.7609649122807017,0.9780701754385965,0.0939060939060939,0.45254745254745254,halfsleeve
91,41bGDk1skAL.jpg,0.31359649122807015,0.7324561403508771,0.2177822177822178,0.9070929070929071,solid
92,41bGDk1skAL.jpg,0.35855263157894735,0.6513157894736842,0.017982017982017984,0.1258741258741259,roundneck
93,41bUULY5IWS.jpg,0.24675324675324675,0.7252747252747253,0.014985014985014986,0.8821178821178821,pants
94,41bUULY5IWS.jpg,0.4755244755244755,0.6513486513486514,0.8371628371628371,1.0,shoes
95,41bUULY5IWS.jpg,0.24175824175824176,0.4325674325674326,0.8301698301698301,0.996003996003996,shoes
96,41c3J0jpr9L.jpg,0.13766233766233765,0.8935064935064935,0.104,0.836,tanktop
97,41c3J0jpr9L.jpg,0.42077922077922075,0.6857142857142857,0.11,0.182,roundneck
98,41c3J0jpr9L.jpg,0.15064935064935064,0.32987012987012987,0.15,0.76,sleeveless
99,41c3J0jpr9L.jpg,0.7324675324675325,0.8805194805194805,0.178,0.812,sleeveless
100,41c3J0jpr9L.jpg,0.35324675324675325,0.6961038961038961,0.226,0.772,solid
101,41c8bPxt4nL.jpg,0.162,0.85,0.043,0.954,tshirt
102,41c8bPxt4nL.jpg,0.348,0.669,0.055,0.2,roundneck
103,41c8bPxt4nL.jpg,0.712,0.831,0.105,0.378,halfsleeve
104,41c8bPxt4nL.jpg,0.173,0.288,0.099,0.377,halfsleeve
105,41c8bPxt4nL.jpg,0.309,0.69,0.23,0.847,printed
106,41CE5vrCumL.jpg,0.205,0.796,0.004,1.0,tshirt
107,41CE5vrCumL.jpg,0.342,0.63,0.001,0.168,poloneck
108,41CE5vrCumL.jpg,0.673,0.787,0.099,0.373,sleeveless
109,41CE5vrCumL.jpg,0.212,0.326,0.098,0.382,sleeveless
110,41CE5vrCumL.jpg,0.347,0.657,0.308,0.946,solid
111,41CiIxU5v5L.jpg,0.2791666666666667,0.7991666666666667,0.2475,0.8391666666666666,tshirt
112,41CiIxU5v5L.jpg,0.6666666666666666,0.795,0.3075,0.7058333333333333,halfsleeve
113,41CiIxU5v5L.jpg,0.285,0.39,0.2633333333333333,0.6,halfsleeve
114,41CiIxU5v5L.jpg,0.4683333333333333,0.6408333333333334,0.24916666666666668,0.32,roundneck
115,41CiIxU5v5L.jpg,0.4025,0.6216666666666667,0.3441666666666667,0.7908333333333334,solid
116,41cr1uQ5MGL.jpg,0.002,1.0,0.002250562640660165,1.0,shirt
117,41cr1uQ5MGL.jpg,0.346,0.663,0.0015003750937734434,0.16654163540885222,tabcollar
118,41cr1uQ5MGL.jpg,0.792,0.991,0.08777194298574643,0.9722430607651913,fullsleeve
119,41cr1uQ5MGL.jpg,0.008,0.211,0.09527381845461365,0.967741935483871,fullsleeve
120,41cr1uQ5MGL.jpg,0.233,0.756,0.2003000750187547,0.9249812453113279,solid
121,41CV0gkD1FL.jpg,0.206,0.805,0.124,0.873,tshirt
122,41CV0gkD1FL.jpg,0.67,0.789,0.178,0.511,halfsleeve
123,41CV0gkD1FL.jpg,0.215,0.385,0.173,0.483,halfsleeve
124,41CV0gkD1FL.jpg,0.428,0.617,0.134,0.221,roundneck
125,41CV0gkD1FL.jpg,0.403,0.661,0.289,0.797,solid
126,41CzrFCCglS.jpg,0.3165,0.684,0.001,1.0,tshirt
127,41CzrFCCglS.jpg,0.3205,0.4055,0.081,0.39,halfsleeve
128,41CzrFCCglS.jpg,0.607,0.682,0.054,0.398,halfsleeve
129,41CzrFCCglS.jpg,0.427,0.5775,0.001,0.107,roundneck
130,41CzrFCCglS.jpg,0.419,0.593,0.124,0.719,printed
131,41d4ZJ024eL.jpg,0.31852654387865653,0.638136511375948,0.24636363636363637,0.5254545454545455,tshirt
132,41d4ZJ024eL.jpg,0.551462621885157,0.6327193932827736,0.2581818181818182,0.33636363636363636,halfsleeve
133,41d4ZJ024eL.jpg,0.323943661971831,0.39869989165763814,0.2590909090909091,0.3245454545454545,halfsleeve
134,41d4ZJ024eL.jpg,0.42145178764897073,0.5276273022751896,0.24909090909090909,0.2781818181818182,roundneck
135,41d4ZJ024eL.jpg,0.4084507042253521,0.5135427952329361,0.30727272727272725,0.4890909090909091,solid
136,41d4ZJ024eL.jpg,0.38678223185265437,0.7833152762730228,0.4827272727272727,0.9036363636363637,leggings
137,41D6ASG17HL.jpg,0.104,0.896,0.037,0.963,tshirt
138,41D6ASG17HL.jpg,0.114,0.296,0.118,0.477,halfsleeve
139,41D6ASG17HL.jpg,0.706,0.882,0.096,0.446,halfsleeve
140,41D6ASG17HL.jpg,0.373,0.62,0.044,0.133,roundneck
141,41D6ASG17HL.jpg,0.319,0.684,0.21,0.905,solid
142,41dL+KXwoKL.jpg,0.035,0.975,0.0504,0.9496,tshirt
143,41dL+KXwoKL.jpg,0.045,0.282,0.1728,0.5104,halfsleeve
144,41dL+KXwoKL.jpg,0.761,0.965,0.1584,0.4848,halfsleeve
145,41dL+KXwoKL.jpg,0.367,0.667,0.0592,0.208,poloneck
146,41dL+KXwoKL.jpg,0.293,0.726,0.2512,0.8928,solid
147,41E8+vozGlL.jpg,0.045,0.958,0.001,1.0,tshirt
148,41E8+vozGlL.jpg,0.747,0.949,0.065,0.484,halfsleeve
149,41E8+vozGlL.jpg,0.056,0.263,0.055,0.483,halfsleeve
150,41E8+vozGlL.jpg,0.366,0.68,0.001,0.107,roundneck
151,41E8+vozGlL.jpg,0.298,0.718,0.156,0.975,solid
152,41EcbKJ6IZL.jpg,0.181640625,0.8232421875,0.01171875,1.0,shirt
153,41EcbKJ6IZL.jpg,0.2880859375,0.740234375,0.015625,0.46875,tabcollar
154,41EcbKJ6IZL.jpg,0.2705078125,0.76171875,0.48828125,0.962890625,solid
155,41ECkwhdwsL.jpg,0.125,0.881,0.107,0.911,sweatshirt
156,41ECkwhdwsL.jpg,0.663,0.868,0.17,0.884,fullsleeve
157,41ECkwhdwsL.jpg,0.136,0.345,0.154,0.887,fullsleeve
158,41ECkwhdwsL.jpg,0.373,0.645,0.242,0.723,solid
159,41ECkwhdwsL.jpg,0.41,0.607,0.119,0.198,roundneck
160,41Ei50C48hL.jpg,0.113,0.878,0.001,1.0,shorts
161,41eLGryadUL.jpg,0.065,0.942,0.003,1.0,tshirt
162,41eLGryadUL.jpg,0.748,0.935,0.069,0.491,halfsleeve
163,41eLGryadUL.jpg,0.074,0.251,0.052,0.444,halfsleeve
164,41eLGryadUL.jpg,0.365,0.657,0.005,0.098,roundneck
165,41eLGryadUL.jpg,0.3,0.72,0.204,0.957,solid
166,41eyMM56e2L.jpg,0.014598540145985401,1.0,0.228,0.894,sweatshirt
167,41eyMM56e2L.jpg,0.7700729927007299,0.9890510948905109,0.284,0.796,fullsleeve
168,41eyMM56e2L.jpg,0.025547445255474453,0.19708029197080293,0.272,0.88,fullsleeve
169,41eyMM56e2L.jpg,0.3029197080291971,0.6605839416058394,0.234,0.308,roundneck
170,41eyMM56e2L.jpg,0.23357664233576642,0.7445255474452555,0.342,0.77,solid
171,41F9FmHF23L.jpg,0.007803790412486065,0.9966555183946488,0.011437908496732025,0.9575163398692811,tshirt
172,41F9FmHF23L.jpg,0.7725752508361204,0.9843924191750278,0.11519607843137254,0.4305555555555556,halfsleeve
173,41F9FmHF23L.jpg,0.01560758082497213,0.22519509476031216,0.11029411764705882,0.440359477124183,halfsleeve
174,41F9FmHF23L.jpg,0.33890746934225197,0.6677814938684504,0.018790849673202614,0.2034313725490196,poloneck
175,41F9FmHF23L.jpg,0.2831661092530658,0.7424749163879598,0.2883986928104575,0.9011437908496732,solid
176,41FbdCukC-L.jpg,0.23,0.775,0.034,0.967,tanktop
177,41FbdCukC-L.jpg,0.387,0.636,0.041,0.232,roundneck
178,41FbdCukC-L.jpg,0.658,0.774,0.068,0.397,sleeveless
179,41FbdCukC-L.jpg,0.238,0.368,0.067,0.364,sleeveless
180,41foWxPXs2L.jpg,0.051,0.962,0.001,1.0,tshirt
181,41foWxPXs2L.jpg,0.745,0.953,0.026,0.465,halfsleeve
182,41foWxPXs2L.jpg,0.061,0.27,0.023,0.43,halfsleeve
183,41foWxPXs2L.jpg,0.36,0.687,0.001,0.071,roundneck
184,41foWxPXs2L.jpg,0.304,0.707,0.114,0.932,solid
185,41GHK2FQEUL.jpg,0.17314814814814813,0.8351851851851851,0.027777777777777776,0.9787037037037037,tshirt
186,41GHK2FQEUL.jpg,0.637962962962963,0.8166666666666667,0.08518518518518518,0.4351851851851852,halfsleeve
187,41GHK2FQEUL.jpg,0.18333333333333332,0.2898148148148148,0.11388888888888889,0.425,halfsleeve
188,41GHK2FQEUL.jpg,0.37962962962962965,0.6212962962962963,0.03425925925925926,0.2324074074074074,vneck
189,41GHK2FQEUL.jpg,0.3148148148148148,0.6185185185185185,0.28055555555555556,0.9259259259259259,solid
190,41GvXcdvUAL.jpg,0.0425,0.945,0.178,0.994,trunk
191,41H4vFoH-VL.jpg,0.13518518518518519,0.862037037037037,0.03611111111111111,0.9777777777777777,tshirt
192,41H4vFoH-VL.jpg,0.6824074074074075,0.8564814814814815,0.09351851851851851,0.4444444444444444,halfsleeve
193,41H4vFoH-VL.jpg,0.14166666666666666,0.28888888888888886,0.13055555555555556,0.4564814814814815,halfsleeve
194,41H4vFoH-VL.jpg,0.35648148148148145,0.6129629629629629,0.04259259259259259,0.14444444444444443,roundneck
195,41H4vFoH-VL.jpg,0.30925925925925923,0.6453703703703704,0.23425925925925925,0.9018518518518519,solid
196,41h9zGo1QAS.jpg,0.13250517598343686,0.782608695652174,0.457,0.897,shorts
197,41h9zGo1QAS.jpg,0.002070393374741201,0.9544513457556936,0.001,0.513,tshirt
198,41h9zGo1QAS.jpg,0.7349896480331263,0.9420289855072463,0.048,0.482,halfsleeve
199,41h9zGo1QAS.jpg,0.041407867494824016,0.19668737060041408,0.075,0.485,halfsleeve
200,41h9zGo1QAS.jpg,0.2650103519668737,0.6107660455486542,0.003,0.128,poloneck
201,41hdcQvOQpL.jpg,0.24675324675324675,0.7782217782217782,0.061938061938061936,0.991008991008991,shorts
202,41hG4cpX+8L.jpg,0.005272407732864675,1.0,0.0027662517289073307,0.995850622406639,tshirt
203,41hG4cpX+8L.jpg,0.7873462214411248,0.9947275922671354,0.035961272475795295,0.5089903181189488,halfsleeve
204,41hG4cpX+8L.jpg,0.01054481546572935,0.23198594024604569,0.05255878284923928,0.44398340248962653,halfsleeve
205,41hG4cpX+8L.jpg,0.24253075571177504,0.7680140597539543,0.16182572614107885,0.7427385892116183,printed
206,41hG4cpX+8L.jpg,0.31985940246045697,0.7082601054481547,0.008298755186721992,0.12033195020746888,roundneck
207,41Hs3UeWTKL.jpg,0.045,0.95,0.022113022113022112,0.9836199836199836,shirt
208,41Hs3UeWTKL.jpg,0.716,0.928,0.12366912366912367,0.9475839475839476,fullsleeve
209,41Hs3UeWTKL.jpg,0.059,0.274,0.12694512694512694,0.9393939393939394,fullsleeve
210,41Hs3UeWTKL.jpg,0.371,0.632,0.02620802620802621,0.1850941850941851,tabcollar
211,41Hs3UeWTKL.jpg,0.294,0.699,0.22604422604422605,0.8951678951678952,solid
212,41Hunei+tPL.jpg,0.26416666666666666,0.6958333333333333,0.2633333333333333,0.82,tshirt
213,41Hunei+tPL.jpg,0.2725,0.395,0.29833333333333334,0.7775,halfsleeve
214,41Hunei+tPL.jpg,0.5958333333333333,0.6708333333333333,0.31333333333333335,0.715,halfsleeve
215,41Hunei+tPL.jpg,0.4041666666666667,0.56,0.27,0.33416666666666667,roundneck
216,41Hunei+tPL.jpg,0.4116666666666667,0.5825,0.38916666666666666,0.7458333333333333,solid
217,41IEFQKDFHL.jpg,0.03608923884514436,0.9717847769028871,0.09875,0.92,tshirt
218,41IEFQKDFHL.jpg,0.7276902887139107,0.9619422572178478,0.151875,0.57,halfsleeve
219,41IEFQKDFHL.jpg,0.045275590551181105,0.26246719160104987,0.166875,0.545,halfsleeve
220,41IEFQKDFHL.jpg,0.37139107611548555,0.6620734908136483,0.103125,0.261875,roundneck
221,41IEFQKDFHL.jpg,0.2854330708661417,0.7165354330708661,0.29625,0.85,solid
222,41IpZOad+bS.jpg,0.31368631368631367,0.6573426573426573,0.11588411588411589,0.8921078921078921,jeans
223,41ITLlbVWDL.jpg,0.2075,0.755,0.244,0.828,tshirt
224,41ITLlbVWDL.jpg,0.62,0.745,0.272,0.774,halfsleeve
225,41ITLlbVWDL.jpg,0.23,0.34,0.278,0.764,halfsleeve
226,41ITLlbVWDL.jpg,0.3675,0.605,0.252,0.392,vneck
227,41ITLlbVWDL.jpg,0.3625,0.605,0.412,0.792,solid
228,41J-0nSnJlL.jpg,0.006,1.0,0.074,0.948,tshirt
229,41J-0nSnJlL.jpg,0.779,0.995,0.12666666666666668,0.44066666666666665,halfsleeve
230,41J-0nSnJlL.jpg,0.01,0.184,0.12533333333333332,0.418,halfsleeve
231,41J-0nSnJlL.jpg,0.3,0.681,0.08133333333333333,0.19666666666666666,roundneck
232,41J-0nSnJlL.jpg,0.219,0.731,0.21266666666666667,0.8693333333333333,solid
233,41J5w1GvU9L.jpg,0.063,0.945,0.001,1.0,tshirt
234,41J5w1GvU9L.jpg,0.748,0.936,0.075,0.506,halfsleeve
235,41J5w1GvU9L.jpg,0.07,0.257,0.065,0.482,halfsleeve
236,41J5w1GvU9L.jpg,0.375,0.65,0.004,0.114,roundneck
237,41J5w1GvU9L.jpg,0.275,0.731,0.165,0.943,solid
238,41J6jXapI3L.jpg,0.136,0.864,0.034,0.969,tshirt
239,41J6jXapI3L.jpg,0.706,0.855,0.08,0.383,halfsleeve
240,41J6jXapI3L.jpg,0.147,0.296,0.085,0.379,halfsleeve
241,41J6jXapI3L.jpg,0.364,0.673,0.038,0.151,roundneck
242,41J6jXapI3L.jpg,0.328,0.684,0.175,0.806,printed
243,41Ja+eam8PL.jpg,0.323,0.682,0.024,0.984,trackpants
244,41Jgl5YHT0L.jpg,0.133,0.875,0.001,1.0,tshirt
245,41Jgl5YHT0L.jpg,0.142,0.357,0.056,0.463,halfsleeve
246,41Jgl5YHT0L.jpg,0.75,0.866,0.098,0.471,halfsleeve
247,41Jgl5YHT0L.jpg,0.408,0.689,0.001,0.104,roundneck
248,41Jgl5YHT0L.jpg,0.382,0.733,0.157,0.941,solid
249,41JPiKTAYFL.jpg,0.08416666666666667,0.95,0.0033333333333333335,1.0,tshirt
250,41JPiKTAYFL.jpg,0.7683333333333333,0.9366666666666666,0.058333333333333334,0.9916666666666667,fullsleeve
251,41JPiKTAYFL.jpg,0.09083333333333334,0.27,0.06166666666666667,0.9758333333333333,fullsleeve
252,41JPiKTAYFL.jpg,0.35333333333333333,0.6933333333333334,0.01,0.1375,roundneck
253,41JPiKTAYFL.jpg,0.30583333333333335,0.7225,0.1875,0.905,solid
254,41JqHEKmLiL.jpg,0.08,0.916,0.004,1.0,shirt
255,41JqHEKmLiL.jpg,0.698,0.91,0.084,0.482,halfsleeve
256,41JqHEKmLiL.jpg,0.086,0.272,0.1,0.484,halfsleeve
257,41JqHEKmLiL.jpg,0.342,0.644,0.004,0.174,tabcollar
258,41JqHEKmLiL.jpg,0.302,0.65,0.204,0.858,solid
259,41k9SHINxcL.jpg,0.16683316683316685,0.8361638361638362,0.14785214785214784,0.8511488511488512,tshirt
260,41k9SHINxcL.jpg,0.6713286713286714,0.8301698301698301,0.21478521478521478,0.5114885114885115,halfsleeve
261,41k9SHINxcL.jpg,0.17682317682317683,0.32867132867132864,0.22077922077922077,0.5144855144855145,halfsleeve
262,41k9SHINxcL.jpg,0.41058941058941056,0.5874125874125874,0.15184815184815184,0.3016983016983017,poloneck
263,41k9SHINxcL.jpg,0.3436563436563437,0.6553446553446554,0.32967032967032966,0.7802197802197802,solid
264,41KIbpwGVVL.jpg,0.21166666666666667,0.7883333333333333,0.03916666666666667,0.8625,tshirt
265,41KIbpwGVVL.jpg,0.64,0.7733333333333333,0.115,0.8533333333333334,fullsleeve
266,41KIbpwGVVL.jpg,0.23,0.32666666666666666,0.10583333333333333,0.7908333333333334,fullsleeve
267,41KIbpwGVVL.jpg,0.4075,0.6141666666666666,0.0475,0.11333333333333333,roundneck
268,41KIbpwGVVL.jpg,0.33916666666666667,0.6316666666666667,0.2,0.7866666666666666,solid
269,41kkW35Aa7S.jpg,0.075,0.934375,0.024166666666666666,0.975,shirt
270,41kkW35Aa7S.jpg,0.29583333333333334,0.6552083333333333,0.035,0.20166666666666666,tabcollar
271,41kkW35Aa7S.jpg,0.7166666666666667,0.8979166666666667,0.13583333333333333,0.96,fullsleeve
272,41kkW35Aa7S.jpg,0.09166666666666666,0.271875,0.13916666666666666,0.9258333333333333,fullsleeve
273,41kkW35Aa7S.jpg,0.29583333333333334,0.659375,0.2675,0.9066666666666666,solid
274,41KypPPckDL.jpg,0.165,0.839,0.001,1.0,tshirt
275,41KypPPckDL.jpg,0.728,0.828,0.067,0.381,halfsleeve
276,41KypPPckDL.jpg,0.178,0.361,0.023,0.36,halfsleeve
277,41KypPPckDL.jpg,0.389,0.685,0.001,0.104,roundneck
278,41KypPPckDL.jpg,0.384,0.7,0.167,0.92,solid
279,41LtwDN8NVL.jpg,0.08,0.944,0.007,1.0,tshirt
280,41LtwDN8NVL.jpg,0.734,0.935,0.043,0.991,fullsleeve
281,41LtwDN8NVL.jpg,0.09,0.266,0.029,0.979,fullsleeve
282,41LtwDN8NVL.jpg,0.35,0.659,0.009,0.094,roundneck
283,41LtwDN8NVL.jpg,0.316,0.692,0.138,0.962,solid
284,41LuV2J5YGL.jpg,0.192,0.801,0.004,1.0,tanktop
285,41LuV2J5YGL.jpg,0.736,0.794,0.028,0.414,sleeveless
286,41LuV2J5YGL.jpg,0.203,0.268,0.022,0.368,sleeveless
287,41LuV2J5YGL.jpg,0.31,0.705,0.005,0.135,roundneck
288,41LuV2J5YGL.jpg,0.307,0.695,0.187,0.951,solid
289,41M-53Q2zEL.jpg,0.18,0.815625,0.136875,0.891875,tshirt
290,41M-53Q2zEL.jpg,0.395625,0.599375,0.145,0.21625,roundneck
291,41M-53Q2zEL.jpg,0.19,0.335625,0.203125,0.455625,halfsleeve
292,41M-53Q2zEL.jpg,0.665,0.801875,0.19375,0.453125,halfsleeve
293,41M-53Q2zEL.jpg,0.350625,0.620625,0.300625,0.839375,solid
294,41M3yXlpX4L.jpg,0.04240282685512368,0.9752650176678446,0.244,0.956,shirt
295,41M3yXlpX4L.jpg,0.7597173144876325,0.9363957597173145,0.288,0.832,halfsleeve
296,41M3yXlpX4L.jpg,0.06007067137809187,0.4028268551236749,0.36,0.946,halfsleeve
297,41M3yXlpX4L.jpg,0.3568904593639576,0.734982332155477,0.248,0.406,tabcollar
298,41M3yXlpX4L.jpg,0.3286219081272085,0.8268551236749117,0.424,0.892,pattern
299,41m6X0IpwYL.jpg,0.107,0.91,0.001,1.0,tshirt
300,41m6X0IpwYL.jpg,0.728,0.894,0.089,0.458,halfsleeve
301,41m6X0IpwYL.jpg,0.123,0.29,0.085,0.479,halfsleeve
302,41m6X0IpwYL.jpg,0.391,0.634,0.004,0.138,Mandarin
303,41m6X0IpwYL.jpg,0.319,0.7,0.156,0.966,solid
304,41mAKaEqXxS.jpg,0.301,0.666,0.105,0.866,pants
305,41mAKaEqXxS.jpg,0.558,0.667,0.844,0.971,shoes
306,41mAKaEqXxS.jpg,0.356,0.555,0.825,0.929,shoes
307,41mDVxdKG0L.jpg,0.017660044150110375,0.9900662251655629,0.01791044776119403,0.9800995024875622,tshirt
308,41mDVxdKG0L.jpg,0.7450331125827815,0.9768211920529801,0.06567164179104477,0.4537313432835821,halfsleeve
309,41mDVxdKG0L.jpg,0.02207505518763797,0.25165562913907286,0.06865671641791045,0.46766169154228854,halfsleeve
